hassh,hasshAlgorithms,kexAlgs,keyAlgs,encCS,macCS,compCS,langCS,sample_client_version,session_count
92674389fa1e47a27ddd8d9b63ecd42b,"diffie-hellman-group14-sha1,diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1;aes128-ctr,aes192-ctr,aes256-ctr,aes256-cbc,rijndael-cbc@lysator.liu.se,aes192-cbc,aes128-cbc,blowfish-cbc,arcfour128,arcfour,cast128-cbc,3des-cbc;hmac-sha1,hmac-sha1-96,hmac-md5,hmac-md5-96,hmac-ripemd160,hmac-ripemd160@openssh.com;none",diffie-hellman-group14-sha1;diffie-hellman-group-exchange-sha1;diffie-hellman-group1-sha1,ssh-rsa;ssh-dss,aes128-ctr;aes192-ctr;aes256-ctr;aes256-cbc;rijndael-cbc@lysator.liu.se;aes192-cbc;aes128-cbc;blowfish-cbc;arcfour128;arcfour;cast128-cbc;3des-cbc,hmac-sha1;hmac-sha1-96;hmac-md5;hmac-md5-96;hmac-ripemd160;hmac-ripemd160@openssh.com,none,,SSH-2.0-libssh2_1.4.3,277
98ddc5604ef6a1006a2b49a58759fbe6,"curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha1;aes128-gcm@openssh.com,chacha20-poly1305@openssh.com,aes128-ctr,aes192-ctr,aes256-ctr;hmac-sha2-256-etm@openssh.com,hmac-sha2-256,hmac-sha1,hmac-sha1-96;none",curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group14-sha1,rsa-sha2-512-cert-v01@openssh.com;rsa-sha2-256-cert-v01@openssh.com;ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;rsa-sha2-512;rsa-sha2-256;ssh-rsa;ssh-dss;ssh-ed25519,aes128-gcm@openssh.com;chacha20-poly1305@openssh.com;aes128-ctr;aes192-ctr;aes256-ctr,hmac-sha2-256-etm@openssh.com;hmac-sha2-256;hmac-sha1;hmac-sha1-96,none,,SSH-2.0-Go,249
873a5fb5fedc2d4f8638ebde4abc6cfc,"curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,diffie-hellman-group-exchange-sha256;aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,arcfour256,arcfour128,aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,arcfour256,arcfour128,aes128-cbc,3des-cbc;hmac-sha2-256,hmac-sha1,hmac-sha1-96;none",curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group14-sha1;diffie-hellman-group1-sha1;curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group14-sha1;diffie-hellman-group1-sha1;diffie-hellman-group-exchange-sha256,ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;ssh-rsa;ssh-dss;ssh-ed25519;ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;ssh-rsa;ssh-dss;ssh-ed25519,aes128-ctr;aes192-ctr;aes256-ctr;aes128-gcm@openssh.com;arcfour256;arcfour128;aes128-ctr;aes192-ctr;aes256-ctr;aes128-gcm@openssh.com;arcfour256;arcfour128;aes128-cbc;3des-cbc,hmac-sha2-256;hmac-sha1;hmac-sha1-96,none,,SSH-2.0-Go,209
713bd9cc935561939c02dad25af2d3de,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group16-sha512,diffie-hellman-group18-sha512,diffie-hellman-group-exchange-sha1,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c,kex-strict-c-v00@openssh.com;aes256-gcm@openssh.com,chacha20-poly1305@openssh.com,aes256-ctr,aes256-cbc,aes128-gcm@openssh.com,aes128-ctr,aes128-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha2-256,hmac-sha1,hmac-sha2-512;none,zlib@openssh.com",curve25519-sha256;curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group-exchange-sha256;diffie-hellman-group14-sha256;diffie-hellman-group16-sha512;diffie-hellman-group18-sha512;diffie-hellman-group-exchange-sha1;diffie-hellman-group14-sha1;diffie-hellman-group1-sha1;ext-info-c;kex-strict-c-v00@openssh.com,ssh-ed25519;ecdsa-sha2-nistp521;ecdsa-sha2-nistp384;ecdsa-sha2-nistp256;sk-ssh-ed25519@openssh.com;sk-ecdsa-sha2-nistp256@openssh.com;rsa-sha2-512;rsa-sha2-256,aes256-gcm@openssh.com;chacha20-poly1305@openssh.com;aes256-ctr;aes256-cbc;aes128-gcm@openssh.com;aes128-ctr;aes128-cbc,hmac-sha2-256-etm@openssh.com;hmac-sha1-etm@openssh.com;hmac-sha2-512-etm@openssh.com;hmac-sha2-256;hmac-sha1;hmac-sha2-512,none;zlib@openssh.com,,SSH-2.0-libssh_0.11.1,200
9052c4ab4164c78256e71143dcfc7eac,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com,chacha20-poly1305@openssh.com,arcfour256,arcfour128,arcfour,aes128-cbc,3des-cbc,aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,aes256-gcm@openssh.com,chacha20-poly1305@openssh.com,arcfour256,arcfour128,arcfour,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-256,hmac-sha1,hmac-sha1-96;none",curve25519-sha256;curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group14-sha256;diffie-hellman-group14-sha1;diffie-hellman-group1-sha1;curve25519-sha256;curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group14-sha256;diffie-hellman-group14-sha1;diffie-hellman-group1-sha1;ext-info-c,rsa-sha2-512-cert-v01@openssh.com;rsa-sha2-256-cert-v01@openssh.com;ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;rsa-sha2-512;rsa-sha2-256;ssh-rsa;ssh-dss;ssh-ed25519;rsa-sha2-512-cert-v01@openssh.com;rsa-sha2-256-cert-v01@openssh.com;ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;rsa-sha2-512;rsa-sha2-256;ssh-rsa;ssh-dss;ssh-ed25519,aes128-ctr;aes192-ctr;aes256-ctr;aes128-gcm@openssh.com;aes256-gcm@openssh.com;chacha20-poly1305@openssh.com;arcfour256;arcfour128;arcfour;aes128-cbc;3des-cbc;aes128-ctr;aes192-ctr;aes256-ctr;aes128-gcm@openssh.com;aes256-gcm@openssh.com;chacha20-poly1305@openssh.com;arcfour256;arcfour128;arcfour;aes128-cbc;3des-cbc,hmac-sha2-256-etm@openssh.com;hmac-sha2-256;hmac-sha1;hmac-sha1-96,none,,SSH-2.0-Go,198
183e94924b62948be8d325ef8e16c6d1,"mlkem768x25519-sha256,curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,ext-info-c,kex-strict-c-v00@openssh.com;aes128-ctr,aes128-gcm@openssh.com;hmac-sha2-256;none",mlkem768x25519-sha256;curve25519-sha256;curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group14-sha256;diffie-hellman-group14-sha1;ext-info-c;kex-strict-c-v00@openssh.com,rsa-sha2-256-cert-v01@openssh.com;rsa-sha2-512-cert-v01@openssh.com;ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;rsa-sha2-256;rsa-sha2-512;ssh-rsa;ssh-dss;ssh-ed25519,aes128-ctr;aes128-gcm@openssh.com,hmac-sha2-256,none,,SSH-2.0-OpenSSH_7.6p1 Ubuntu-4ubuntu0.7,152
6372ee6957562199b2fb773b0be1bf34,"curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,ext-info-c,kex-strict-c-v00@openssh.com;aes128-ctr,aes192-ctr,aes256-ctr,aes128-cbc,aes192-cbc,aes256-cbc,3des-cbc,aes128-gcm@openssh.com,aes256-gcm@openssh.com;hmac-sha2-256,hmac-sha2-512,hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1,hmac-md5,hmac-sha1-96,hmac-md5-96;none",curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group16-sha512;diffie-hellman-group-exchange-sha256;diffie-hellman-group14-sha256;ext-info-c;kex-strict-c-v00@openssh.com,ssh-ed25519;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;rsa-sha2-512;rsa-sha2-256;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;rsa-sha2-512-cert-v01@openssh.com;rsa-sha2-256-cert-v01@openssh.com,aes128-ctr;aes192-ctr;aes256-ctr;aes128-cbc;aes192-cbc;aes256-cbc;3des-cbc;aes128-gcm@openssh.com;aes256-gcm@openssh.com,hmac-sha2-256;hmac-sha2-512;hmac-sha2-256-etm@openssh.com;hmac-sha2-512-etm@openssh.com;hmac-sha1;hmac-md5;hmac-sha1-96;hmac-md5-96,none,,SSH-2.0-paramiko_5.0.0,146
f45fb203c31069bb280067b71ed92ccb,"ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256,diffie-hellman-group16-sha512,diffie-hellman-group18-sha512,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,diffie-hellman-group-exchange-sha1,ext-info-c,kex-strict-c-v00@openssh.com;chacha20-poly1305@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,rijndael-cbc@lysator.liu.se,aes192-cbc,aes128-cbc,blowfish-cbc,arcfour128,arcfour,cast128-cbc,3des-cbc;hmac-sha2-256,hmac-sha2-256-etm@openssh.com,hmac-sha2-512,hmac-sha2-512-etm@openssh.com,hmac-sha1,hmac-sha1-etm@openssh.com,hmac-sha1-96,hmac-md5,hmac-md5-96,hmac-ripemd160,hmac-ripemd160@openssh.com;none",ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group-exchange-sha256;diffie-hellman-group16-sha512;diffie-hellman-group18-sha512;diffie-hellman-group14-sha256;diffie-hellman-group14-sha1;diffie-hellman-group1-sha1;diffie-hellman-group-exchange-sha1;ext-info-c;kex-strict-c-v00@openssh.com,ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;rsa-sha2-512;rsa-sha2-256;rsa-sha2-512-cert-v01@openssh.com;rsa-sha2-256-cert-v01@openssh.com;ssh-rsa;ssh-rsa-cert-v01@openssh.com,chacha20-poly1305@openssh.com;aes256-ctr;aes192-ctr;aes128-ctr;aes256-cbc;rijndael-cbc@lysator.liu.se;aes192-cbc;aes128-cbc;blowfish-cbc;arcfour128;arcfour;cast128-cbc;3des-cbc,hmac-sha2-256;hmac-sha2-256-etm@openssh.com;hmac-sha2-512;hmac-sha2-512-etm@openssh.com;hmac-sha1;hmac-sha1-etm@openssh.com;hmac-sha1-96;hmac-md5;hmac-md5-96;hmac-ripemd160;hmac-ripemd160@openssh.com,none,,SSH-2.0-libssh2_1.11.1,145
7216c7c473918b4f83d1139b3c70dbf9,"curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1;aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,arcfour256,arcfour128,aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,arcfour256,arcfour128,aes128-cbc,3des-cbc,arcfour;hmac-sha2-256,hmac-sha1,hmac-sha1-96;none",curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group14-sha1;diffie-hellman-group1-sha1;curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group14-sha1;diffie-hellman-group1-sha1;diffie-hellman-group-exchange-sha256;diffie-hellman-group-exchange-sha1,ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;ssh-rsa;ssh-dss;ssh-ed25519;ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;ssh-rsa;ssh-dss;ssh-ed25519,aes128-ctr;aes192-ctr;aes256-ctr;aes128-gcm@openssh.com;arcfour256;arcfour128;aes128-ctr;aes192-ctr;aes256-ctr;aes128-gcm@openssh.com;arcfour256;arcfour128;aes128-cbc;3des-cbc;arcfour,hmac-sha2-256;hmac-sha1;hmac-sha1-96,none,,SSH-2.0-Go,141
718b909092731bdef4a7e9cc82fa985a,"mlkem768x25519-sha256,curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,ext-info-c,kex-strict-c-v00@openssh.com;aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,arcfour256,arcfour128;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1,hmac-sha1-96;none",mlkem768x25519-sha256;curve25519-sha256;curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group14-sha256;diffie-hellman-group14-sha1;ext-info-c;kex-strict-c-v00@openssh.com,rsa-sha2-256-cert-v01@openssh.com;rsa-sha2-512-cert-v01@openssh.com;ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;rsa-sha2-256;rsa-sha2-512;ssh-rsa;ssh-dss;ssh-ed25519,aes128-ctr;aes192-ctr;aes256-ctr;aes128-gcm@openssh.com;arcfour256;arcfour128,hmac-sha2-256-etm@openssh.com;hmac-sha2-512-etm@openssh.com;hmac-sha2-256;hmac-sha2-512;hmac-sha1;hmac-sha1-96,none,,SSH-2.0-Go,139
bc9e7273cde22b1209d6673b5fd10bd5,"curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,diffie-hellman-group-exchange-sha1,diffie-hellman-group-exchange-sha256;aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,arcfour256,arcfour128,arcfour,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1,hmac-sha1-96;none",curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group14-sha1;diffie-hellman-group1-sha1;diffie-hellman-group-exchange-sha1;diffie-hellman-group-exchange-sha256,ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;ssh-rsa;ssh-dss;ssh-ed25519,aes128-ctr;aes192-ctr;aes256-ctr;aes128-gcm@openssh.com;arcfour256;arcfour128;arcfour;aes128-cbc;3des-cbc,hmac-sha2-256-etm@openssh.com;hmac-sha2-512-etm@openssh.com;hmac-sha2-256;hmac-sha2-512;hmac-sha1;hmac-sha1-96,none,,SSH-2.0-OpenSSH_9.6p1 Ubuntu-3ubuntu13.8,136
7d98a1f3b2ced8dc56a19709a6c59fc3,"diffie-hellman-group-exchange-sha1,curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c,kex-strict-c-v00@openssh.com;chacha20-poly1305@openssh.com,aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,blowfish-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none,zlib@openssh.com,zlib",diffie-hellman-group-exchange-sha1;curve25519-sha256;curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group18-sha512;diffie-hellman-group16-sha512;diffie-hellman-group-exchange-sha256;diffie-hellman-group14-sha256;diffie-hellman-group14-sha1;diffie-hellman-group1-sha1;ext-info-c;kex-strict-c-v00@openssh.com,ssh-ed25519;ecdsa-sha2-nistp521;ecdsa-sha2-nistp384;ecdsa-sha2-nistp256;sk-ssh-ed25519@openssh.com;sk-ecdsa-sha2-nistp256@openssh.com;rsa-sha2-512;rsa-sha2-256;ssh-rsa,chacha20-poly1305@openssh.com;aes256-gcm@openssh.com;aes128-gcm@openssh.com;aes256-ctr;aes192-ctr;aes128-ctr;aes256-cbc;aes192-cbc;aes128-cbc;blowfish-cbc;3des-cbc,hmac-sha2-256-etm@openssh.com;hmac-sha2-512-etm@openssh.com;hmac-sha1-etm@openssh.com;hmac-sha2-256;hmac-sha2-512;hmac-sha1,none;zlib@openssh.com;zlib,,SSH-2.0-libssh_0.11.4,129
dde267e50f82fcc16a7e1e7b59b8af71,"diffie-hellman-group-exchange-sha256,diffie-hellman-group-exchange-sha1,diffie-hellman-group1-sha1,diffie-hellman-group14-sha1,diffie-hellman-group14-sha256,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,curve25519-sha256@libssh.org,curve25519-sha256,ext-info-c;aes128-ctr,aes192-ctr,aes256-ctr,aes128-gcm@openssh.com,chacha20-poly1305@openssh.com,arcfour256,arcfour128,arcfour,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-256,hmac-sha1,hmac-sha1-96;none",diffie-hellman-group-exchange-sha256;diffie-hellman-group-exchange-sha1;diffie-hellman-group1-sha1;diffie-hellman-group14-sha1;diffie-hellman-group14-sha256;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;curve25519-sha256@libssh.org;curve25519-sha256;ext-info-c,rsa-sha2-512-cert-v01@openssh.com;rsa-sha2-256-cert-v01@openssh.com;ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;rsa-sha2-512;rsa-sha2-256;ssh-rsa;ssh-dss;ssh-ed25519,aes128-ctr;aes192-ctr;aes256-ctr;aes128-gcm@openssh.com;chacha20-poly1305@openssh.com;arcfour256;arcfour128;arcfour;aes128-cbc;3des-cbc,hmac-sha2-256-etm@openssh.com;hmac-sha2-256;hmac-sha1;hmac-sha1-96,none,,SSH-2.0-Go,123
8553d1d88514650a5a38b12a50ec72df,"curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ext-info-c,kex-strict-c-v00@openssh.com;aes128-ctr,aes128-gcm@openssh.com,chacha20-poly1305@openssh.com;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1,hmac-sha1-96;none",curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ext-info-c;kex-strict-c-v00@openssh.com,rsa-sha2-256-cert-v01@openssh.com;rsa-sha2-512-cert-v01@openssh.com;ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;rsa-sha2-256;rsa-sha2-512;ssh-rsa;ssh-dss;ssh-ed25519,aes128-ctr;aes128-gcm@openssh.com;chacha20-poly1305@openssh.com,hmac-sha2-256-etm@openssh.com;hmac-sha2-512-etm@openssh.com;hmac-sha2-256;hmac-sha2-512;hmac-sha1;hmac-sha1-96,none,,SSH-2.0-Go,123
671d9362bd477ace5bb43c7d918ff666,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,ext-info-c,kex-strict-c-v00@openssh.com;aes128-ctr,aes128-gcm@openssh.com;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1,hmac-sha1-96;none",curve25519-sha256;curve25519-sha256@libssh.org;ecdh-sha2-nistp256;ecdh-sha2-nistp384;ecdh-sha2-nistp521;diffie-hellman-group14-sha256;diffie-hellman-group14-sha1;ext-info-c;kex-strict-c-v00@openssh.com,rsa-sha2-256-cert-v01@openssh.com;rsa-sha2-512-cert-v01@openssh.com;ssh-rsa-cert-v01@openssh.com;ssh-dss-cert-v01@openssh.com;ecdsa-sha2-nistp256-cert-v01@openssh.com;ecdsa-sha2-nistp384-cert-v01@openssh.com;ecdsa-sha2-nistp521-cert-v01@openssh.com;ssh-ed25519-cert-v01@openssh.com;ecdsa-sha2-nistp256;ecdsa-sha2-nistp384;ecdsa-sha2-nistp521;rsa-sha2-256;rsa-sha2-512;ssh-rsa;ssh-dss;ssh-ed25519,aes128-ctr;aes128-gcm@openssh.com,hmac-sha2-256-etm@openssh.com;hmac-sha2-512-etm@openssh.com;hmac-sha2-256;hmac-sha2-512;hmac-sha1;hmac-sha1-96,none,,SSH-2.0-Go,120
195e6691752c6042df663c15d2f68972,"diffie-hellman-group1-sha1;aes128-cbc,blowfish-cbc,3des-cbc;hmac-sha1;none",diffie-hellman-group1-sha1,ssh-dss;ssh-rsa,aes128-cbc;blowfish-cbc;3des-cbc,hmac-sha1,none,,SSH-2.0-Granados-1.0,111
